school_GP,sex_male,age,address_urban,large_famsize,Parents_together,Medu,Fedu,Mjob,Fjob,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,internet,romantic,famrel,freetime,Dalc,Walc,absences_por,por_score,absences_math,math_score,math_pass,por_pass
False,False,17,False,True,True,3,1,False,True,1,2,0,False,True,False,True,False,True,False,4,5,2,3,10.0,9.0,,,,0.0
False,True,18,True,True,True,4,4,True,True,1,2,0,False,False,False,True,False,True,False,3,2,1,4,4.0,19.0,,,,1.0
False,True,18,False,True,True,2,1,True,True,2,1,0,False,False,False,True,False,True,True,4,4,1,3,0.0,0.0,5.0,7.0,0.0,0.0
False,True,17,True,True,True,2,3,True,True,2,2,0,False,False,False,True,True,True,False,4,4,1,1,4.0,16.0,2.0,10.0,1.0,1.0
False,True,19,False,True,True,1,1,True,True,2,1,1,False,False,False,False,True,False,False,4,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0
False,True,18,False,True,True,4,2,True,True,2,1,1,False,False,True,False,True,False,False,5,4,4,3,0.0,0.0,14.0,5.0,0.0,0.0
False,False,18,False,True,True,2,2,False,True,2,3,0,False,False,False,False,True,False,False,5,3,1,3,0.0,15.0,,,,1.0
False,False,17,True,True,True,4,3,True,True,2,2,0,False,False,False,False,True,True,False,5,5,1,1,0.0,11.0,,,,1.0
False,False,18,False,True,True,4,4,True,False,3,1,0,False,True,False,True,True,True,True,4,4,2,2,4.0,10.0,,,,1.0
False,False,19,False,True,True,2,3,True,True,1,3,1,False,False,False,True,False,True,False,5,4,1,2,4.0,10.0,0.0,0.0,0.0,1.0
False,False,18,True,False,True,3,1,True,True,1,2,0,False,True,False,False,True,True,False,4,3,1,1,4.0,16.0,,,,1.0
False,False,18,True,True,True,1,1,True,True,2,2,0,False,False,False,True,True,False,False,1,1,1,1,6.0,9.0,,,,0.0
False,True,17,True,False,True,3,1,True,True,2,1,0,False,False,False,False,False,True,False,2,4,3,4,6.0,10.0,3.0,16.0,1.0,1.0
False,True,18,False,False,True,3,2,True,True,3,1,0,False,False,False,False,False,True,False,4,4,3,4,4.0,11.0,0.0,10.0,1.0,1.0
